id,species,dbh,h
704,Pinus sylvestris,36.8,29.3
705,Pinus sylvestris,36.9,29.3
706,Pinus sylvestris,37.0,29.3
707,Pinus sylvestris,37.0,29.3
708,Pinus sylvestris,37.1,29.3
709,Pinus sylvestris,37.2,29.3
710,Pinus sylvestris,37.3,29.3
711,Pinus sylvestris,37.4,29.3
712,Pinus sylvestris,37.5,29.4
713,Pinus sylvestris,37.5,29.4
714,Pinus sylvestris,37.5,29.4
715,Pinus sylvestris,37.5,29.4
716,Pinus sylvestris,37.6,29.4
717,Pinus sylvestris,37.6,29.4
718,Pinus sylvestris,37.6,29.4
719,Pinus sylvestris,37.7,29.4
720,Pinus sylvestris,37.7,29.4
721,Pinus sylvestris,37.7,29.4
722,Pinus sylvestris,37.8,29.4
723,Pinus sylvestris,37.9,29.4
724,Pinus sylvestris,37.9,29.4
725,Pinus sylvestris,37.9,29.4
726,Pinus sylvestris,37.9,29.4
727,Pinus sylvestris,38.0,29.4
728,Pinus sylvestris,38.0,29.4
729,Pinus sylvestris,38.1,29.4
730,Pinus sylvestris,38.2,29.4
731,Pinus sylvestris,38.3,29.4
732,Pinus sylvestris,38.3,29.4
733,Pinus sylvestris,38.4,29.4
734,Pinus sylvestris,38.5,29.4
735,Pinus sylvestris,38.5,29.4
736,Pinus sylvestris,38.5,29.4
737,Pinus sylvestris,38.6,29.4
738,Pinus sylvestris,38.6,29.4
739,Pinus sylvestris,38.8,31.9
740,Pinus sylvestris,38.8,29.8
741,Pinus sylvestris,38.8,29.5
742,Pinus sylvestris,38.9,29.5
743,Pinus sylvestris,38.9,29.5
744,Pinus sylvestris,39.0,29.5
745,Pinus sylvestris,39.0,29.5
746,Pinus sylvestris,39.1,29.5
747,Pinus sylvestris,39.2,29.5
748,Pinus sylvestris,39.2,29.5
749,Pinus sylvestris,39.3,29.5
750,Pinus sylvestris,39.3,29.5
751,Pinus sylvestris,39.3,29.5
752,Pinus sylvestris,39.4,29.5
753,Pinus sylvestris,39.4,29.5
754,Pinus sylvestris,39.5,29.5
755,Pinus sylvestris,39.5,29.5
756,Pinus sylvestris,39.6,31.9
757,Pinus sylvestris,39.7,29.5
758,Pinus sylvestris,39.8,29.5
759,Pinus sylvestris,40.0,29.6
760,Pinus sylvestris,40.0,29.6
761,Pinus sylvestris,40.1,29.6
762,Pinus sylvestris,40.4,30.1
763,Pinus sylvestris,40.4,29.6
764,Pinus sylvestris,40.4,29.6
765,Pinus sylvestris,40.5,29.6
766,Pinus sylvestris,40.6,29.6
767,Pinus sylvestris,40.6,29.6
768,Pinus sylvestris,40.6,29.6
769,Pinus sylvestris,40.7,29.6
770,Pinus sylvestris,40.8,29.6
771,Pinus sylvestris,40.8,29.6
772,Pinus sylvestris,40.9,29.6
773,Pinus sylvestris,40.9,29.6
774,Pinus sylvestris,40.9,29.6
775,Pinus sylvestris,41.0,29.6
776,Pinus sylvestris,41.1,29.6
777,Pinus sylvestris,41.1,29.6
778,Pinus sylvestris,41.1,29.6
779,Pinus sylvestris,41.2,29.6
780,Pinus sylvestris,41.2,29.6
781,Pinus sylvestris,41.3,27.8
782,Pinus sylvestris,41.3,29.7
783,Pinus sylvestris,41.4,29.7
784,Pinus sylvestris,41.5,29.7
785,Pinus sylvestris,41.5,29.7
786,Pinus sylvestris,41.7,29.7
787,Pinus sylvestris,41.8,29.7
788,Pinus sylvestris,41.9,29.7
789,Pinus sylvestris,41.9,29.7
790,Pinus sylvestris,42.0,28.7
791,Pinus sylvestris,42.1,29.7
792,Pinus sylvestris,42.2,29.3
793,Pinus sylvestris,42.2,29.7
794,Pinus sylvestris,42.2,29.7
795,Pinus sylvestris,42.4,29.7
796,Pinus sylvestris,42.5,29.7
797,Pinus sylvestris,42.5,29.7
798,Pinus sylvestris,42.7,29.8
799,Pinus sylvestris,42.8,29.8
800,Pinus sylvestris,43.0,29.8
801,Pinus sylvestris,43.2,29.8
802,Pinus sylvestris,43.2,29.8
803,Pinus sylvestris,43.2,29.8
804,Pinus sylvestris,43.3,29.8
805,Pinus sylvestris,43.5,29.8
806,Pinus sylvestris,43.6,29.8
807,Pinus sylvestris,43.8,29.8
808,Pinus sylvestris,43.8,29.8
809,Pinus sylvestris,43.9,29.8
810,Pinus sylvestris,44.2,29.9
811,Pinus sylvestris,44.3,29.9
812,Pinus sylvestris,44.4,29.9
813,Pinus sylvestris,44.9,29.9
814,Pinus sylvestris,44.9,29.9
815,Pinus sylvestris,45.1,29.9
816,Pinus sylvestris,45.3,29.9
817,Pinus sylvestris,45.4,29.9
818,Pinus sylvestris,45.5,29.9
819,Pinus sylvestris,45.8,29.9
820,Pinus sylvestris,46.0,30.0
821,Pinus sylvestris,46.0,30.0
822,Pinus sylvestris,46.1,30.0
823,Pinus sylvestris,46.5,30.0
824,Pinus sylvestris,46.5,30.0
825,Pinus sylvestris,46.7,30.0
826,Pinus sylvestris,47.0,30.0
827,Pinus sylvestris,47.2,30.0
828,Pinus sylvestris,47.7,30.1
829,Pinus sylvestris,47.8,30.1
830,Pinus sylvestris,47.9,30.1
831,Pinus sylvestris,48.2,30.1
832,Pinus sylvestris,48.3,30.1
833,Pinus sylvestris,49.0,30.1
834,Pinus sylvestris,49.3,30.2
835,Pinus sylvestris,49.4,30.1
836,Pinus sylvestris,50.0,30.2
837,Pinus sylvestris,50.6,30.2
838,Pinus sylvestris,62.4,30.7
839,Quercus petraea,7.6,11.5
840,Quercus petraea,8.1,12.2
841,Quercus petraea,8.4,12.5
842,Quercus petraea,8.9,13.1
843,Quercus petraea,9.3,13.6
844,Quercus petraea,9.6,13.9
845,Quercus petraea,11.8,15.9
846,Quercus petraea,12.0,16.0
847,Quercus petraea,12.1,16.1
848,Quercus petraea,12.9,16.7
849,Quercus petraea,13.3,16.9
850,Quercus petraea,13.6,17.1
851,Quercus petraea,13.8,17.3
852,Quercus petraea,13.9,17.3
853,Quercus petraea,14.0,17.4
854,Quercus petraea,14.6,17.7
855,Quercus petraea,15.1,18.0
856,Quercus petraea,16.7,18.9
857,Quercus rubra,9.6,13.9
